CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
Q                                       SswaZSpCxMHUxSUTBSV4iU7h7O9RVL0H        24      1       0                                       1                                       
uFvDMUmW9o8a6uuuj                       ziWdqHu8EKN9DTlqfh33rvTenwKE9NJ7        24      2       0                                       1                                       
pJ                                      TZpB0iLz4720RsszLUtSbUCJytHY4abf        24      3       0                                       1                                       
dauUbG6NVy1uRrZ                         51U3KY3AnQjH66KtHY7x1Zftiynh48aN        24      4       0                                       1                                       
gduVn2m                                 hQkaX6zkWNoGVM8DGhvb8PNV4oRZewz4        24      5       0                                       1                                       
XnhQ                                    VQrDyw3xJvPzJ3gjjft0bBuWhyzsySjw        24      6       0                                       1                                       
NnZW                                    P9slgOfkAw15meKiyGygvv1eepgKWN8o        24      7       0                                       1                                       
NlXrJrEV                                mnsaUBsFmvlfpgJ5KbcQguzTSyk1OLad        24      8       0                                       1                                       
bNPpuIseii6UUbWcAktDQfIcj               qj1b9GPNGrH6UYZXTFrCrsmRRq3luwZt        24      9       0                                       1                                       
EE4g8o2E8GKK0VcotmpH5qB                 eYhlDPPSdkS8185uXWuFURwWlQ0xnyB6        24      10      0                                       1                                       
8IXIGUkbj7jv6XFzPK6                     KQCSZsedHbYMZBVPgAhfGyWDD9qj9eI2        24      11      0                                       1                                       
L1Pd2ScDdlnE59obAhRwIfsa                JGVjz3521UHXqGMLH311hq9gXsIvHelt        24      12      0                                       1                                       
2y                                      bv2OHYAUBFRD0B0Txa7dKqiPxa0y61ZT        24      13      0                                       1                                       
g1LXVIpNQNfY8WjZWK7piyVoHp              CmvFUkhNtSCvDj42Go3mHArzfvBDM5VX        24      14      0                                       1                                       
NBbRsKwsJaE                             bZeaSLneJxOjyBPcIiKa3gVLGS5N8eHw        24      15      0                                       1                                       
Fvd8P4zzKjbYGDrstfpz2S3DSeaJFwK         j85P6mGYXP78DGFjiSltR1k7cKGEtRfr        24      16      0                                       1                                       
jHNg0Acu52p35VUy7                       QO8biTSgdl621uo3rE85d4HsyByLCW6b        24      17      0                                       1                                       
SvKcfHhhy3L9AWY42y6YBCIUbzjHAm          cvUqKm7MWjTOwKh8CYHUlQisC6uucjjz        24      18      0                                       1                                       
n3UdAOz82wau99rJ0zyIAfafE9v             gSHeP1oSi3clyWmqMFCdwi6GzsV2hXJA        24      19      0                                       1                                       
NVx                                     FsPjFY8ySp422VhPdaB4IbxSzo2pVpss        24      20      0                                       1                                       
usvhwRVe8qztWzvJ0E                      5nVngakL12TYlDic8qMQ1qBtO3wSP9v2        24      21      0                                       1                                       
tIxNYcEdDhUl0gyJqJb8kLrueS5Z            5LKyovayUtRBfZngxg0iX2jAhoBgOrMI        24      22      0                                       1                                       
dvpkJA6T7vDfn                           hBzmBrBaZyAebW1uDrGh3b6VElBBhfN0        24      23      0                                       1                                       
CFdoUPxw32fBwo5jPmrwo                   X4o5FwAK25Ghr6gc1jO3eVDIsxmg5s8F        24      24      1                                       1                                       
bzdAAajKwitScr2Zj8qEW                   4ZwfDRQOxPMYn21PkgjEF2gHLmYHdNro        24      25      0                                       1                                       
tgxRJUaip                               XAY7RNnr7K0yd4Xomiwky5IZP3tYrWSL        24      26      0                                       1                                       
4C3vrj                                  debrWNxJHCAsSvT8dcvNt5c8NAWkgvjK        24      27      0                                       1                                       
IwsDGmhHGuDFWOC7iGRx0lRW                VrodFTKUs75tKdfxlLKJlhhuHtGS6rCg        24      28      0                                       1                                       
zPlXefo6Th7CJ7OqHZ4Kc7RHD               olUuyAqzVgtkuJ2Z03jAVJRKruDSde3K        24      29      0                                       1                                       
QXhF9Ck1ttH                             gURVvkmNsaLXWUJ1wMUSs7u1Faemaas0        24      30      0                                       1                                       
QZzomc3yvthc376hHzBb0qqky               2G3NubQoiTeoFTAzgatn6jJLJ3qQQiPn        24      31      0                                       1                                       
jXxS3wDNZrx3I                           UsWLoPj7MVR8t84R3DQosjhgjS5zxHih        25      0       0                                       1                                       
h                                       233WMgeVs69VTpNsSyRw3qBOrZcHzSDo        25      1       0                                       1                                       
e8Y8dtPV                                mE7QBzxR3x2Pfoo7PrQ3XHTrGrfnRfMS        25      2       0                                       1                                       
0QIFRT5t5qqWJFWRqQTu                    dPobOnonewnvFrqqXBVnXbD1xfnm8PcZ        25      3       0                                       1                                       
HGtZaMsdq1LocRdukG                      WTKPRmyD5BPjWioAWCcNOe54a6YTsoz1        25      4       0                                       1                                       
F21TsZYCVJOQR                           281gmieM5KWsyOubg2L7vKP2C1YayV2J        25      5       0                                       1                                       
JuZDmb7MoHeVC                           9qJgZvpJOGe5zWck0dSozv2bIJXWBxOS        25      6       0                                       1                                       
RasD1SDKx3g80cNIThnt5                   LKm7jixVeGyzgiPvplqPW1RWU3DDCdcQ        25      7       0                                       1                                       
l4QkuI9ktZiEH5KMo1FN32ATQ8D8pRhX        bYhaB86DtFUA74U7RxYHQyvKEKx0cFLZ        25      8       0                                       1                                       
J7L1QpJb47Rw44al732                     nEqNkHbikxAE8BiSXyLfy73CK34nIhMy        25      9       0                                       1                                       
92aRDrmyUjQ5b                           p4p8FAoXBOdCWPv7CfM5TrPpPgaGTVHr        25      10      0                                       1                                       
ocP3BgBBem                              gHOoHA85mCVTf8olK1I8P50icwOQpXIh        25      11      0                                       1                                       
3jlKBCnb9F5Z                            ZyP9NuUTPusypp2hagELpHsqCKyCrjJa        25      12      0                                       1                                       
YuhQgG8ue4RDIf5EDfjThwwSntN             j9JA85XqL8Nj2ngf12q65J0IMzTwXrLx        25      13      0                                       1                                       
ZW6PMbemjx9kOMCx5Ha                     R2JQ6XjzMqxE8GlkK5zdxp0Vq0ppAa3W        25      14      0                                       1                                       
vA4jGV1ZlXYcl                           O3TdVPsZZxiIyIZ9MpWfYfmvYmv00cG7        25      15      0                                       1                                       
qavL                                    fEyWRItACg8T4nL7mY2zZeScwsa3wBSb        25      16      0                                       1                                       
Xhv7d6k0                                qttdwCLP2EbSgtjjWRWnVFpAtSPTG4A5        25      17      0                                       1                                       
TFYj0pudXgiO0soF8tdV0F                  TwCtgQdLo2UO7UqQArY6lK8eb65IXba7        25      18      0                                       1                                       
LlgFzV                                  zqeI7Og8QAIF1Ey9B57ZyO86RByaBP3D        25      19      0                                       1                                       
0lfafbLGrXRCriUH8xCd2djlzt3a2t          ViWnoSsDxZMVYSqDHvx32T8AC8omDzqp        25      20      0                                       1                                       
TaO0skf0UnlXnEqL179q                    ACs0gosgIrvqhkWSy21BSu8cVG2E4oyN        25      21      0                                       1                                       
Bgvbg0T0                                SWQRDH8I6EJstu21Zd2hkg2zihXoQn0i        25      22      0                                       1                                       
ob9DbBzPxlRU36XJwNzZuKP                 8bYVTDbTpQisEjieXvWZGMk6Skw94qS6        25      23      0                                       1                                       
8n51Lg8Rpyn                             rLPLHo6C6i4mhkgrIm7GoBjMfQ5w6lXd        25      24      0                                       1                                       
HBpt4a                                  DuuHHYgjgOi8gInirCo5j6WqyfEbOrDR        25      25      1                                       1                                       
p3qmNO5d6uSee                           Y4klc1dHpIvvQxxnL0TaRlJ23XZ7ik6C        25      26      0                                       1                                       
o9lHXG18jG6Qw6C8                        pITiExRPWUgsgQF4gLYj0k2q58atNCZA        25      27      0                                       1                                       
UZH8dOb2F3uPb                           0XXCO7Glbk1HVahkR6Vno2GoCvuRiPnr        25      28      0                                       1                                       
6ZRkmUebmqSXQKL                         ruyoG6op2ku7xnRvsU0VhCYKESuzZtRV        25      29      0                                       1                                       
ZoW2YqF                                 Q85ks9QiUtuhtbs9d2bY8Ae6ZO2mo1Ri        25      30      0                                       1                                       
XDZEsY4MKE0Bw                           0jkxyOES6JGoEECLUKLI3N2FUVeyAPyI        25      31      0                                       1                                       
KnrCkOf608DXRkkcrlXtOhNA                oykPHGGBmhKDKRVWpahXX3TVZrirOKgM        26      0       0                                       1                                       
WWUdlo                                  gqLEk76JFqZub7ZuerGQawab4jPLZ9Ms        26      1       0                                       1                                       
vQ9Jb4UDTrR5z7ZXcIS9EHFh33QKcm          gNuDMDC9Bowph64PvYxrtVN9gk44GEw9        26      2       0                                       1                                       
3TZKnIVVTMz51w4cP5GOLNEXozUc5rxz        fI6tN1Jsj26qLtt5fxHNiCx5NPOpyt4Y        26      3       0                                       1                                       
IT4EXlKMpXEFgpSUyiPeEPF                 1qvAYU5jHco2Mvs8tgVRYwgHcKEC0hwP        26      4       0                                       1                                       
ZM3UhGwFx5wgHULn2wCkLWOZsof8            uutR1vEy0SC2InefywmqNbfMJDiQhNJK        26      5       0                                       1                                       
NPAABaEPFaXc1f                          R2NffTsqRcGsgQKgKRk9xkKUHkybczFm        26      6       0                                       1                                       
K2gunmHtEvub2jAdY                       Gg6QMZ2sXvLbzIpVKcjZcT5l6SAjBiQs        26      7       0                                       1                                       
36jwlv7Km2bMg6ptve                      0Q8g0U9iw2eYDuZtkoC0TQooVfbMtUwT        26      8       0                                       1                                       
xQqsMRehM5GoE2nMiJOvrtqnzFB7hyno        DFkxFuXUCUjfxnJ4WQQlPLm3AsrCar2m        26      9       0                                       1                                       
jHcvdpxOTnjfgDX88ue6z2D                 lsElkJx2P6o985mey0ryEyZBTpEgsDKi        26      10      0                                       1                                       
5                                       sDzDL3vUrWHOcvAJpJS3fp13P9PWRRh4        26      11      0                                       1                                       
ldBm3Y4IyrCdJui5AYyS8RZ                 99EMyRxEo9V5uN7hTohbN00n6Idb0Oeo        26      12      0                                       1                                       
2GLgBPLKR68OgUg                         kntKVljEB9tSEyneWAE7IOdFYCvW8Tu1        26      13      0                                       1                                       
w856                                    yQjQx3mmCGVCXZepknoQeWQAL2677Ica        26      14      0                                       1                                       
QIUpXT6JT7C0PC                          eo8l93NDkPyzIirRRgSOykDssFdsSJoM        26      15      0                                       1                                       
XgZamRY5tVpDUTWpUoUltfJJMp              9iQ1zoedmdy6DRSqsbm6g3F1imvt4CFu        26      16      0                                       1                                       
mkGAhSoIyKlOlx78FC5DVXAx9uUBD3SF        xf6vao6jjVJSY83Nv0kxUyZt2kCrOFGx        26      17      0                                       1                                       
DgyRYjskwvckzfqJlXG                     LnSdA43AOD1Clo4uJr6kCFbipwkqvMEK        26      18      0                                       1                                       
nbdZwVUnikM5sMri6YEZwInHWP              tUb7cEsDvlclmd6kxGSyLhUbpEqqrvfj        26      19      0                                       1                                       
7Wkr0R812n2w0IAYWTZqWJWXF1S             Ypaxv6zpnEsqS7Aef8ByitChrSrfLg9b        26      20      0                                       1                                       
olHcs4xU                                hzBwmb0dfi3i4AOyW2farIYzhwQWcR6d        26      21      0                                       1                                       
zee6XukpEggqJ4fVVWQkKsRntEFjcur2        CxAUf0jFW20jTu4JJf6tAI9wkt6gibXo        26      22      0                                       1                                       
hcS9w4e8Tju3tcEV55c8CV                  BhgwPja7itGQhqEA490LQdk7IjKeY52s        26      23      0                                       1                                       
CZBR7IS5cLp1aTJkJZU38yI                 gQzAKdjBPYY2kR35kEkAjpLyVzLskE3q        26      24      0                                       1                                       
62u3UUYLTNUI1YVQ4KC                     iXYGrS4iiBM4UYdILzuFWjHsAdxQUUWl        26      25      0                                       1                                       
upZ3P4R                                 9FpKs52Nz8HtdOy0XkrPAETAFsMAKbs2        26      26      1                                       1                                       
rbBAxJhxnKI                             VDJPMp5XZozxHeUX9CCMrYXQF08SIOp9        26      27      0                                       1                                       
VcPXj                                   9FhhsYrJhJ39Qn6DUx9VxiaHVzIQJ9eS        26      28      0                                       1                                       
03jRJ0tZm7EmPR8weqmGy3Y6zO0Hjt          84tWuqy25wAeklq1qLqoUh5GIJtyu5pL        26      29      0                                       1                                       
hLzTLdrrLza98                           9nC7mk9akC2hFvIwICpTbmqbpBv29WRV        26      30      0                                       1                                       
vdkQS0aspkRydXDqYhOpAvYuBA              MmPEsq7bA0SPIVzcvfQJoycgffbbKcuh        26      31      0                                       1                                       
5tJGVvfiMjP7                            CSAnOO0IV6VyulDmN2KQ068kaSateCCP        27      0       0                                       1                                       
8oK0BTxKC4C5IoJYnaE4ZjN                 EQSGc85aIBXLH6LDoGGBKX5Zkf334A34        27      1       0                                       1                                       
KR6Ro                                   Ad3bp5epkUzqnup2UADpkiT7pXXymFIl        27      2       0                                       1                                       
QP0LUE4hFZmZpWQ5Rerhcca                 8mBdytpywwwVuIa4MDlczpRwcuCvyYod        27      3       0                                       1                                       
NAjWFnybRJrf1ObXK9H2QQNArqvbo           t2PUc7U6C8H4f69bvnsti0GqcSVxwZfp        27      4       0                                       1                                       
E97bO                                   gQIpx3bMvqpGlc589UEoagFCs89hgYQz        27      5       0                                       1                                       
eB5sSgp9S3E5NdmIv743                    hHoHtTugPKnlI5p8tGFbmvaWj19EPb8l        27      6       0                                       1                                       
KtYVwr11F8h0XXxvdCmNfDZMyG2N6           XdqgMIcdFAD3IO3dxwyyPDzmzxZibTEY        27      7       0                                       1                                       
AT8TIEtcuSIgxAlyXn82RaRv                QKaPrcHrABrhKtikuClNpru8103XsaLm        27      8       0                                       1                                       
mxYfST5huPjev0dJ2H6cdRMG                s4xNF8RBFnQUFmDuQwNwrYsD0lqKYeeu        27      9       0                                       1                                       
P                                       KRFP0MQKiG2q7O9MmLvuIki3nC47Z7GY        27      10      0                                       1                                       
5zwTfArVZWlIfLiYxw94rLuH7ite            PT0RSENlXStst9ZxFPHxGYDpFrky4TEN        27      11      0                                       1                                       
JRUTdVa9E6ycK8sGXhg1mQ                  GE1Dmqg1gz8g1qPCW7xJeRCZPwyaVfnD        27      12      0                                       1                                       
JlREwQeTuMpHHGgTzOjBe7t6BHefSmgF        yiRsB2zxJNRLqL0jGEA3crN2qZm5y1Je        27      13      0                                       1                                       
zv87ql767BRyDXCNMzUyVqwrAci9M           B76ru13L84CfNLgKxt1KtdghBeuiHat3        27      14      0                                       1                                       
rEyStrlxHGElgMGWBqjE2ndQ7G              YU4HXkfb2LBzBCTt7T3wiDXhBaeCBm8z        27      15      0                                       1                                       
I67zYfSejDO                             XUyVtssD23lkVPC8uVOxBMKtHci13bNq        27      16      0                                       1                                       
aTbkIDtUTPwWhQuMOUB0                    d2EwVYZazZ0Zf6gltc7MZtEaSlAgN0F2        27      17      0                                       1                                       
cQJN411J7eTQ                            OwpG9HUelUibNXalGIM1kw77E2cshfTe        27      18      0                                       1                                       
ZRX7oz                                  gdxSXqs9zYsIKR8ocjoDsqthHZaNyuAd        27      19      0                                       1                                       
YkqYHZzfry8x0wak                        xlqVFz50x1YQyuTUghmm2duA9rbbNmkk        27      20      0                                       1                                       
huLEvJJtrQlNU                           vQ4IphFKP7Qf702oadUjuMQpDhMbGqaN        27      21      0                                       1                                       
qcNK4SMYzIGuAF6fo3wlIq19QzWzLZf         5L3OIFYDoXegKAinoVPxveP8WyNJeWwk        27      22      0                                       1                                       
ttXed2S                                 albLPvcnDFJj0Nj5VivFtjEIaQZAGXCT        27      23      0                                       1                                       
M06jqqkNy4dM                            nPVmgUFVR4Di5cFwPqGwiRlkbayxfU8b        27      24      0                                       1                                       
B0NMqdBt1nprDFhrKmeeIOq0aTee2Rn         mgxUtdNi7ghOhjpDCf7mo1JVjAWK8dBS        27      25      0                                       1                                       
qI3ic2t7m                               3GQy88pJZcaA6ZEZ254MxJQ2cRutemou        27      26      0                                       1                                       
3Ak4XZYY3a                              xLEQdhm1cf1HTsclkuCmdKHfByHwsQEU        27      27      1                                       1                                       
XqLE0luEFpjaeIbEkJihorT1                SxATliF4m9xI1vQcYjFFRc3HT5hkVwqw        27      28      0                                       1                                       
16EcQqTRw2OMAo36NWtvnvez                CIDYPiSNDBbCutq9bwSvjUNS6sdxEuWI        27      29      0                                       1                                       
OYPbUIM5tP                              kXjJZ31GQ6fMuhMA8AvJOcuWZR9Lg83L        27      30      0                                       1                                       
AoV83Cfjoezpjz92DeoaxwRE                ulRbQ96FytvgqagxEj4QJXnDf0Snee4F        27      31      0                                       1                                       
dg4FNF                                  xG0U7MSCViFDacJlfryNKhhW2uaRXT44        28      0       0                                       1                                       
tGPPijonVedl2m                          ITpnwt4BtULX8WzkrjQXKOjSqEYyaQRI        28      1       0                                       1                                       
v0                                      ACgMp7RyVliexZUhBFHVCDb1rl8MwudC        28      2       0                                       1                                       
IShwLp9FYL0m3497ifHbpjwIylWd6njE        XdaWBEfl8i3NcvMA1Kts2FfWRjxQ42ME        28      3       0                                       1                                       
qZYWBflkqemF1Xe1zUXeS0iJLWTqll          6gnG20RWxHeu8o5ELLJTsURhVoNhP1Ft        28      4       0                                       1                                       
UUGLZebsv94BQQKSvCEAVNkUqH              RKj4Nx4MpkFnuEaIz1MDl2RaY7ipvkn8        28      5       0                                       1                                       
D5o0vLHq                                IJrVvgau8V8cfXRT7ruZ1qrfaEjDeE8W        28      6       0                                       1                                       
TpQkS7zQbFZXYHjnI8U                     WHI0Ydj4b27ynzsbvRSZonWwHDsC98PZ        28      7       0                                       1                                       
zB2NFzTsKGxWXlSFP                       Eak3jTa8RN27qkX62hEXknpQ4G4dkzdi        28      8       0                                       1                                       
Qyevi4cAHi24mzUxwZY                     LqFRD30PrCIgKOf0mELS7oNihJtPQM1K        28      9       0                                       1                                       
xTHUCrIqRUvtrj8                         DAOoFuspk1ns88pFBjvBWL3KfuwhwSRT        28      10      0                                       1                                       
p0O7K                                   Ruys59KUmqigHi3vcNGT7zBs3RHjoWtA        28      11      0                                       1                                       
A2Ux                                    sYRbTMYztx22Z2n5vzlgu0j0giy53r9s        28      12      0                                       1                                       
Pnxe28LzsuoLD8                          GHcMcVHrzNVeImPM9DORPfOWWtpZeg3e        28      13      0                                       1                                       
fNC9iragy4FIPrcbJZt                     2IoONxQ9hed7xONjDQ5dg4YVYdd4YWNU        28      14      0                                       1                                       
VlWWfztzQf6XlrYGlylDhGWsD5jPY           jO5NbUXoSG51G2oinCFEcnTfIctvMQKd        28      15      0                                       1                                       
aiKSXQwG6354hsJM3                       NMQzj1RaWgKevOugcFhUzgXbbuP3Y0Q2        28      16      0                                       1                                       
pSpmL                                   xOFxFMk58AwOhymJY2WjhozZBBcaggU4        28      17      0                                       1                                       
6NzCv1Efg                               I6YxgTdbuLicg9lUFh4HZfcZTPqZODLY        28      18      0                                       1                                       
Fkz0TZ1LWIkP0Cn                         UDzglstJFtXrGRSkdwzqb5oFw9Wlmy3D        28      19      0                                       1                                       
casKofTDYYPDnFdIVW4aYzBBJ5tX            VJOhYPXIR67wd0UgE453cTbqfSzcHjpj        28      20      0                                       1                                       
6                                       oCuGEh3YtCqSRqsyiPsx2atdHjNJ0wuU        28      21      0                                       1                                       
j5K8Xvisw8Rjg6G4m1KcMe7EIlRdg22         Wj9e6XhsIsIfAzXoDOA8d6DFuQq6G2Q3        28      22      0                                       1                                       
Qwv3SVVwGMKLVv3M                        uebXuAtBfkQeo2nnBFoaJH1qi6nbSwA5        28      23      0                                       1                                       
Ps                                      ijALRqZwIK0u6tsTinXIXfEZ3XIRFwrT        28      24      0                                       1                                       
G9I3a5asl8iUlEQufUuYlx3b                k9Fqgsb5r8aHFAJFbgIfOc2qtELefu6V        28      25      0                                       1                                       
Vrucabzwy55gVZrEtOc                     URGtB7vh5ZqvpdHlktWmkB7z82mFxOTX        28      26      0                                       1                                       
Zn                                      OKfac9udk8sQ2zhr1qiZBDOWfllCxPgf        28      27      0                                       1                                       
526E2Rl7JNqt7QV1H9KAsQYNh               25qoVEUTrNkY4yw2P0Sj41nUTfQkA0up        28      28      1                                       1                                       
GhB6uDO9gosSCBmHdQ9j4bnENhz7            K5HTTOSK7z5kWpu2qmBOvPvG6WNZdBmd        28      29      0                                       1                                       
YTypznL8qGxAw3m                         277gWvh9rToZtSbtrwdVrfT7atJvc5RG        28      30      0                                       1                                       
fvvZeJTTYS783rAJpcLiS2aoVmcY            QgrH8wK8z8URcvPpPXQVRDoFR9YcwRhX        28      31      0                                       1                                       
1Y91UEXZWyipoFXY3rtAWdzTgKZuCH          p13WdGdQxx8z79EIB9g7qazXw7dfkKQD        29      0       0                                       1                                       
wdhu                                    iSpCkw7JclsZl0KjCdi8bbIUZ5AOJoXz        29      1       0                                       1                                       
0PSXWZj                                 wwjAiR8cPuQRhNXSfs2eHFAj9K4S6JYe        29      2       0                                       1                                       
OC5                                     hqC5BmlhVWZ2g0pGIyCcPfmdWPVHS2wF        29      3       0                                       1                                       
84HGO7QBaglQkRiWf7Q                     zeD9BQSfXZfievEbhFKZtlcvmKvdGrfp        29      4       0                                       1                                       
bHjgnXNMD                               QywHVC6RteyAI5lD7GRAKgwoVwhcmTNn        29      5       0                                       1                                       
I4QOb4Zf2geB                            kBbIpxE8yp8ihTqy3FyjoFIBzSjeFpFb        29      6       0                                       1                                       
ML                                      G0ln44JYJwGptMSILNRnAwK1KCIk7hDY        29      7       0                                       1                                       
ByzXhZqEHieN9ADHZnOI7PmANF3qek          fT6WxVVKemOb31OlCekxCTa9FAswDSfA        29      8       0                                       1                                       
sufPoni5Lbd6IZtqlpCSNxEAgtUEJCPd        ijGlnRMSVzXqo77H2Pz8wYQ7rUB6xjxF        29      9       0                                       1                                       
XBxgUyNFpBhg6a5ujurKHUtGelF58b6o        3U05QnP3MypfRKYI99qqUQHZisQ0zA24        29      10      0                                       1                                       
cCfe7VWRW                               Sc5oZ4yzBfGp4ShA2M6hk1EzGicqkEyA        29      11      0                                       1                                       
8syKcPPuPbsH9aACqRHe6MaHm5F             ZU0waSFZot311V5GeOQInM0oA0kiM9N1        29      12      0                                       1                                       
BRgM49OtPCeUgSx3IUN                     udZm7IsZ1aqi2uYF5LnVK2JaE2FcUxQk        29      13      0                                       1                                       
f2mh45yQue2rY                           OnFt4Zv0BYfQYAIzdGwbKalficyuTnD7        29      14      0                                       1                                       
rXal7gJHCzYS                            dRWWvE4xUuev2HRHWeVDIXuxEBDXztu5        29      15      0                                       1                                       
rZHL4xihlPg0s                           V0GLaVvjn4tJPUmNg9nLxbaHsloBP504        29      16      0                                       1                                       
OFvjefmEEjMch9rrKp3iVh7SnSmWtW1         4fTDSacB6PDamvv67fJRlCZwZtOeKzkA        29      17      0                                       1                                       
iW0LL                                   g3UfT0l7SxUth5Zi0kq0erYnXg0fUUwj        29      18      0                                       1                                       
St                                      20Py7mgrgCEGswM4l04Uw2gGQdZy3CrQ        29      19      0                                       1                                       
pjA1q2kCcGXuyMIXG06P2cD4fhnB            TC14IZbXN1Oumbf4gwGWVeyda8Tn6N5j        29      20      0                                       1                                       
qGnSjPGMPSY78aY3OZcVAnQ7Y5JKtE          budfoq9pXDIZ1IKhLkt1LRarWMVsdip8        29      21      0                                       1                                       
Y5xGwCKmEeoSTcDfYxMG                    M2oJvFdNTf0y6yraxML0O1tZkVoKavU9        29      22      0                                       1                                       
T7yM1AQftcI2xbaOC                       vh69jUQLidM1q6osNLtnfQTwDTh1zAKu        29      23      0                                       1                                       
PxL59cTSYhE3                            Nda9Iyeot6B76wPBLyRAmugVlcQ6zyEG        29      24      0                                       1                                       
p6Ue3ahUGLaGKiDBxcCFDgOqG63IyJC         jqRcxyJlxuECRgUqgjehQekyFIVdKhQ5        29      25      0                                       1                                       
bKfOKUKtxiVCVfjsdN5YOfFnjw              vH2KKOQkEeZJ7s9BxWNRvbK4ipcma7kD        29      26      0                                       1                                       
UwWvbjDqCTXsD                           Ob4oaRd3029AZLtPVQ1EBbw749fquDsn        29      27      0                                       1                                       
Gt9oQmqam3sK2IbxxY5ZIoOYOBw             adwFgNt8HbwB54TvtlYOqzT6LeeyyYlB        29      28      0                                       1                                       
k6hHDiqMiPiUPZ                          lwysUGIPdxww8XSMM50xAE63P7MW9qrf        29      29      1                                       1                                       
mnSuqpML4azIVPnDgflkj56ac               mXcYVbJ0nQOsV3rISTdFP93bE2EN0OI7        29      30      0                                       1                                       
NYNn4oeTu                               TMBsb0yz7ijRXXUfKtsXTJBCv005KhIS        29      31      0                                       1                                       
4yOtq01I                                u9NHzdt0psFDDx2RuX23BDEEVdCYKkCW        30      0       0                                       1                                       
iUEkrQrsF                               FaP77Mw1cKYin7PGaajht8tJz2dhfUPO        30      1       0                                       1                                       
HurIv7dAxDzSia29KGyV8pv                 jE8PXyFkKBcdpbwOrseHfgEBrriWW0k9        30      2       0                                       1                                       
kBZli                                   qeupd7IdI3yq3t3eZYY93wgKVBhUrvae        30      3       0                                       1                                       
akh532saMF                              Ycl34zU42YB3p5uzkmcjG0J4LPlvhVaG        30      4       0                                       1                                       
6KS0YkG5h9QQA8OdHHd                     xxTRXlbSmMXPc7L0p5QEqs8jxMYRGu2J        30      5       0                                       1                                       
4IBmppxEqRsHOmXLlUDr5dZ7C0G             VWN5hwMXHsXAValjmSIkFyh6rtnohvA9        30      6       0                                       1                                       
UFalVpzYqAaBL                           T02aRD54wQqCiycOO221jUjoc1rcYjRk        30      7       0                                       1                                       
Jjx6cXgc0bms33b3Q                       qJL3wBtjzRYbOJ3F9PKv2OZUbwVL79vT        30      8       0                                       1                                       
hTGnvoUAJM5ltyTZot3vbdKkNJqU            IUc2nACgBjjuaQ3McMdHBVKI2922EHcj        30      9       0                                       1                                       
3aMhGCWT                                TNbkgUwZqJEZBrUDL2vWUZWkTHFj2WHd        30      10      0                                       1                                       
TsVhgVY5d93lRxocfwnyppSOpeb             sDwOlpPJMdtf1gLrr8I8HdxTVHcZbHbz        30      11      0                                       1                                       
n7Lw3m6ijlhS                            3FETDn2MNLTh0Z7aMMBCEDVfJcTJXZ9m        30      12      0                                       1                                       
Fa2waNO                                 uv3NTTy1wODpvoQCghGNGfcu7ArQeKjy        30      13      0                                       1                                       
ExAh5RKPQ5l504                          vDdmxBw1VcOqVrXS0b1c83nJHvnmWj0j        30      14      0                                       1                                       
S117PyplIGPQ                            Kd8YnjhRwwN4q1hX6IpJ008XOfPgb1cJ        30      15      0                                       1                                       
2acgBGvwO8M                             HhJOZHRanr0gPM9enxEExZ3lJXyhfPsV        30      16      0                                       1                                       
2BWzUeWpnNV                             ykN4OzlwJKrO6gxb5K99cBlwS6TVlO50        30      17      0                                       1                                       
DRFIjr8g6L6osWkl1AQMzI11xB8IlhdM        XNPTZQgFWo7hx4lHwdyTPP4Tw40s9teN        30      18      0                                       1                                       
i                                       VVgwwFgJDgBmtkL52a58bGlIfyNo8NUz        30      19      0                                       1                                       
pblroaqMhzFBW5xEpou                     sXzuWF6LwIAf9vsZjPoZjEOP19xXUpqj        30      20      0                                       1                                       
M7f0Q44owFrrmZkeXIUYCEOogAo4WTA         zzFhQ1oai4W4QS1BtvCwY90VxnjnXRnK        30      21      0                                       1                                       
d9ZQ55rN5WJCy                           xAvAbedetQkcwsJA5Yfsco0PY84kREej        30      22      0                                       1                                       
rB4SK06JgKMWS641tBdS96h4d               1yg5iGQBY6DQ7AydFS2sq8qDFp9rlr1d        30      23      0                                       1                                       
3JGr76Nh4rwvog95YCe269kOO6xPE           KaNOFab4kt7z48XnuzoFCZ9QVgS96qOW        30      24      0                                       1                                       
hIvwYZD5PZJA37qrx                       e8AxOXnvQcs7ahxOtMItIE1Uyb9RsGmE        30      25      0                                       1                                       
q90pHX3rvWMtmt4DLZZgVYWM1th             VvCOZ12T9OuVoh5lLvtvmOaGm2Qs0EC8        30      26      0                                       1                                       
UeFbm868nBJUYtP                         YwenQPpshE9pbEAkQChU5s5Blne8AJj6        30      27      0                                       1                                       
HmV7hC2lhek9bIoIFGvzPtx                 Wi9vwv5yId0BjUy57dQFDKgXeMecFdt6        30      28      0                                       1                                       
